fromPos,toPos,AggregateDist,03-2454_S25_L001,03-2525_S26_L001,03-2592_S27_L001,06-283016_S28_L001,06-284001_S29_L001,06-286011_S30_L001,06-2909_S23_L001,06-2950_S32_L001,06-299002_S31_L001,06-310013_S24_L001,31315_S10_L001,31316_S11_L001,31642_S12_L001,A_S9_L001,B_S10_L001,C_S11_L001,D_S12_L001,E_S13_L001,F_S14_L001,G_S15_L001,H_S16_L001,I_S17_L001,J_S18_L001,K_S19_L001,L_S20_L001,M_S21_L001,N_S22_L001,TG77198_S1_L001,TG77202_S2_L001,TG77206_S3_L001,TG77210_S16_L001,TG77214_S5_L001,TG77218_S6_L001,TG77222_S7_L001,TG77226_S8_L001,
27001,28001,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28001,29001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29001,30001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30001,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31001,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32001,33001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33001,34001,32,5,5,14,15,16,16,7,14,5,23,5,5,5,0,0,0,0,13,13,0,5,5,0,0,18,0,18,4,0,0,0,0,0,0,5
34001,35001,22,4,1,16,2,2,2,3,16,4,3,1,1,1,0,0,0,0,15,15,0,4,2,0,0,8,0,8,4,0,0,0,0,0,0,4
35001,36001,41,4,18,9,11,10,10,24,9,4,4,18,18,18,0,0,0,0,10,10,0,4,18,0,0,21,0,21,20,0,0,0,0,0,0,4
36001,37001,44,7,26,14,24,25,25,14,14,7,4,25,25,25,0,0,0,0,13,13,0,7,25,0,0,25,0,25,16,0,0,0,0,0,0,7
37001,38001,25,11,12,8,10,10,10,13,8,11,9,12,12,12,0,0,0,0,11,11,0,11,12,0,0,10,0,10,7,0,0,0,0,0,0,11
38001,39001,46,5,8,8,7,7,7,8,8,5,8,8,8,8,0,0,0,0,34,34,0,5,8,0,0,10,0,10,7,0,0,0,0,0,0,5
39001,40001,22,8,3,2,3,2,2,4,2,8,4,3,3,3,0,0,0,0,11,11,0,8,3,0,0,3,0,3,4,0,0,0,0,0,0,8
40001,41001,7,3,3,4,1,3,3,4,4,3,2,3,3,3,0,0,0,0,3,3,0,3,3,0,0,4,0,4,4,0,0,0,0,0,0,3
41001,42001,44,12,23,13,17,11,11,16,13,12,11,23,23,23,0,0,0,0,11,11,0,12,24,0,0,13,0,13,13,0,0,0,0,0,0,12
42001,43001,55,22,21,12,19,13,13,14,12,22,18,21,21,21,0,0,0,0,20,20,0,22,21,0,0,8,0,8,11,0,0,0,0,0,0,22
43001,44001,54,35,33,31,11,20,20,7,31,35,24,33,33,33,0,0,0,0,8,8,0,35,33,0,0,19,0,19,49,0,0,0,0,0,0,35
44001,45001,13,10,4,4,4,3,3,3,4,10,10,4,4,4,0,0,0,0,1,1,0,10,4,0,0,2,0,2,6,0,0,0,0,0,0,10
45001,46001,15,10,6,7,3,5,5,5,7,10,8,6,6,6,0,0,0,0,7,7,0,10,6,0,0,4,0,4,6,0,0,0,0,0,0,10
46001,47001,34,18,18,15,20,24,24,31,15,18,19,18,18,18,0,0,0,0,14,14,0,18,18,0,0,15,0,15,18,0,0,0,0,0,0,18
47001,48001,2,1,1,1,1,0,0,3,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
48001,49001,9,4,5,6,6,4,4,4,6,4,6,6,6,6,0,0,0,0,4,4,0,4,6,0,0,6,0,6,5,0,0,0,0,0,0,4
49001,50001,12,4,7,6,5,4,4,3,6,4,6,7,7,7,0,0,0,0,7,7,0,4,7,0,0,8,0,8,3,0,0,0,0,0,0,4
50001,51001,11,5,2,7,7,3,3,7,7,5,3,2,2,2,0,0,0,0,4,4,0,5,2,0,0,5,0,5,7,0,0,0,0,0,0,5
51001,52001,12,2,2,6,7,2,2,4,6,2,2,2,2,2,0,0,0,0,5,5,0,2,2,0,0,4,0,4,6,0,0,0,0,0,0,2
52001,53001,27,14,2,12,20,16,16,18,12,13,7,1,1,1,0,0,0,0,8,8,0,13,1,0,0,11,0,11,13,0,0,0,0,0,0,13
53001,54001,41,13,23,13,6,13,13,9,13,13,37,23,23,23,0,0,0,0,14,14,0,13,23,0,0,9,0,9,12,0,0,0,0,0,0,13
54001,55001,13,4,6,4,4,6,6,4,4,4,0,5,5,5,0,0,0,0,9,9,0,4,5,0,0,1,0,1,7,0,0,0,0,0,0,4
55001,56001,16,5,7,6,4,9,9,5,6,5,7,7,7,7,0,0,0,0,6,6,0,5,7,0,0,5,0,5,5,0,0,0,0,0,0,5
56001,57001,21,6,6,9,6,6,6,6,9,6,6,6,6,6,0,0,0,0,5,5,0,6,6,0,0,5,0,5,3,0,0,0,0,0,0,6
57001,58001,24,7,4,6,2,2,2,5,6,7,6,4,4,4,0,0,0,0,9,9,0,7,4,0,0,10,0,10,4,0,0,0,0,0,0,7
58001,59001,8,4,4,3,4,3,3,4,3,4,4,4,4,4,0,0,0,0,5,5,0,4,4,0,0,4,0,4,4,0,0,0,0,0,0,4
59001,60001,8,3,5,4,4,4,4,4,4,3,5,5,5,5,0,0,0,0,4,4,0,3,5,0,0,5,0,5,5,0,0,0,0,0,0,3
60001,61001,6,0,1,4,2,2,2,2,4,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,5,4,0,0,0,0,0,0,0
61001,62001,7,3,1,1,1,1,1,3,1,3,2,1,1,1,0,0,0,0,2,2,0,3,1,0,0,2,0,2,1,0,0,0,0,0,0,3
62001,63001,2,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
63001,64001,6,3,4,4,4,3,3,4,4,3,5,4,4,4,0,0,0,0,2,2,0,3,4,0,0,4,0,4,4,0,0,0,0,0,0,3
64001,65001,6,1,0,0,1,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
65001,66001,7,3,4,3,2,1,1,2,3,3,4,4,4,4,0,0,0,0,1,1,0,3,4,0,0,3,0,3,4,0,0,0,0,0,0,3
66001,67001,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
67001,68001,5,2,3,4,3,2,2,2,4,3,1,3,3,3,0,0,0,0,1,1,0,2,3,0,0,2,0,2,4,0,0,0,0,0,0,2
68001,69001,4,1,3,1,1,1,1,1,1,1,1,3,3,3,0,0,0,0,1,1,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,1
69001,70001,8,2,2,3,2,3,3,3,3,2,2,3,3,3,0,0,0,0,4,4,0,2,3,0,0,1,0,1,2,0,0,0,0,0,0,2
70001,71001,3,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71001,72001,4,1,1,1,2,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
72001,73001,7,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
73001,74001,14,4,10,10,7,7,7,4,9,4,5,10,10,10,0,0,0,0,10,10,0,4,10,0,0,9,0,9,11,0,0,0,0,0,0,4
74001,75001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75001,76001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76001,77001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77001,78001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78001,79001,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
79001,80001,6,4,3,3,5,5,5,3,3,4,2,3,3,3,0,0,0,0,2,2,0,4,3,0,0,3,0,3,4,0,0,0,0,0,0,4
80001,81001,25,12,6,10,11,11,11,12,10,11,7,6,6,6,0,0,0,0,12,12,0,11,6,0,0,13,0,13,9,0,0,0,0,0,0,11
81001,82001,19,10,12,6,6,6,6,11,6,10,5,12,12,12,0,0,0,0,5,5,0,10,12,0,0,7,0,7,3,0,0,0,0,0,0,10
82001,83001,11,3,6,2,4,4,4,7,2,3,3,6,6,6,0,0,0,0,0,0,0,3,6,0,0,5,0,5,4,0,0,0,0,0,0,3
83001,84001,16,3,6,5,2,2,2,3,5,3,3,6,6,6,0,0,0,0,4,4,0,3,6,0,0,7,0,7,6,0,0,0,0,0,0,3
84001,85001,23,11,5,5,3,8,8,6,5,11,10,5,5,5,0,0,0,0,5,5,0,11,5,0,0,4,0,4,3,0,0,0,0,0,0,11
85001,86001,9,3,3,3,1,1,1,2,3,3,1,3,3,3,0,0,0,0,2,2,0,3,3,0,0,3,0,3,2,0,0,0,0,0,0,3
86001,87001,21,12,11,11,7,10,10,7,11,12,9,6,6,6,0,0,0,0,10,10,0,12,6,0,0,5,0,5,8,0,0,0,0,0,0,12
87001,88001,13,3,4,4,5,8,8,3,4,3,3,4,4,4,0,0,0,0,4,4,0,3,4,0,0,3,0,3,6,0,0,0,0,0,0,3
88001,89001,24,1,2,1,1,3,3,1,1,1,1,14,14,14,0,0,0,0,23,23,0,1,14,0,0,1,0,1,4,0,0,0,0,0,0,1
89001,90001,29,10,17,16,14,18,18,2,16,10,0,17,17,17,0,0,0,0,18,18,0,10,17,0,0,2,0,2,21,0,0,0,0,0,0,10
90001,91001,16,4,4,3,6,4,4,3,3,4,3,4,4,4,0,0,0,0,6,6,0,4,4,0,0,13,0,13,4,0,0,0,0,0,0,4
91001,92001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92001,93001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93001,94001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94001,95001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95001,96001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96001,97001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97001,98001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98001,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99001,100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,101001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101001,102001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102001,103001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103001,104001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104001,105001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105001,106001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106001,107001,16,3,2,5,3,2,2,5,5,3,4,7,7,7,0,0,0,0,7,7,0,3,7,0,0,3,0,3,3,0,0,0,0,0,0,3
107001,108001,38,9,16,17,11,16,16,11,17,9,15,11,11,11,0,0,0,0,16,16,0,9,11,0,0,11,0,11,10,0,0,0,0,0,0,9
108001,109001,41,11,16,9,11,13,13,11,9,11,12,11,11,11,0,0,0,0,13,13,0,11,11,0,0,11,0,11,14,0,0,0,0,0,0,11
109001,110001,4,2,2,2,2,2,2,2,2,2,2,3,3,3,0,0,0,0,3,3,0,2,3,0,0,2,0,2,5,0,0,0,0,0,0,2
110001,111001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111001,112001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112001,113001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113001,114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114001,115001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115001,116001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116001,117001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117001,118001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118001,119001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119001,120001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120001,121001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121001,122001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122001,123001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123001,124001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124001,125001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125001,126001,47,19,17,15,16,15,15,15,15,19,14,15,15,15,0,0,0,0,15,15,0,19,15,0,0,15,0,15,9,0,0,0,0,0,0,19
126001,127001,20,10,6,3,5,3,3,5,3,10,3,6,6,6,0,0,0,0,9,9,0,10,6,0,0,5,0,5,6,0,0,0,0,0,0,10
127001,128001,22,12,9,5,10,6,6,10,5,12,7,6,6,6,0,0,0,0,11,11,0,12,6,0,0,7,0,7,5,0,0,0,0,0,0,12
128001,129001,10,4,6,3,5,2,2,4,3,4,4,2,2,2,0,0,0,0,4,4,0,4,2,0,0,2,0,2,3,0,0,0,0,0,0,4
129001,130001,11,1,3,4,3,5,5,6,4,2,4,3,3,3,1,1,1,1,3,3,1,2,3,1,1,2,1,2,3,1,1,1,1,1,1,1
130001,131001,19,4,2,6,5,5,5,5,6,4,4,5,5,5,0,0,0,0,5,5,0,4,5,0,0,4,0,4,6,0,0,0,0,0,0,4
131001,132001,17,6,8,2,5,3,3,3,2,6,6,4,4,4,0,0,0,0,5,5,0,6,4,0,0,6,0,6,3,0,0,0,0,0,0,6
132001,133001,6,4,3,1,1,4,4,5,1,4,2,1,1,1,0,0,0,0,1,1,0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,4
133001,134001,27,12,9,5,11,9,9,13,5,12,6,9,9,9,0,0,0,0,8,8,0,12,9,0,0,8,0,8,7,0,0,0,0,0,0,12
134001,135001,17,6,5,5,3,9,9,6,5,6,7,4,4,4,0,0,0,0,4,4,0,6,4,0,0,5,0,5,3,0,0,0,0,0,0,6
135001,136001,8,4,3,4,6,4,4,5,4,4,4,3,3,3,0,0,0,0,4,4,0,4,3,0,0,5,0,5,7,0,0,0,0,0,0,4
136001,137001,11,3,1,3,3,2,2,2,3,3,1,3,3,3,0,0,0,0,5,5,0,3,3,0,0,2,0,2,3,0,0,0,0,0,0,3
137001,138001,13,5,5,7,9,5,5,6,7,5,7,5,5,5,0,0,0,0,5,5,0,5,5,0,0,4,0,4,6,0,0,0,0,0,0,5
138001,139001,18,5,6,6,7,7,7,7,6,5,6,7,7,7,0,0,0,0,6,6,0,5,7,0,0,9,0,9,7,0,0,0,0,0,0,5
139001,140001,14,8,4,5,4,4,4,4,5,8,6,3,3,3,0,0,0,0,4,4,0,8,3,0,0,7,0,7,6,0,0,0,0,0,0,8
140001,141001,14,3,4,7,8,5,5,5,7,3,6,5,5,5,0,0,0,0,5,5,0,3,5,0,0,5,0,5,5,0,0,0,0,0,0,3
141001,142001,11,4,6,7,6,8,8,9,7,4,6,5,5,5,0,0,0,0,5,5,0,4,5,0,0,5,0,5,6,0,0,0,0,0,0,4
142001,143001,20,4,6,10,7,3,3,5,10,4,5,6,6,6,0,0,0,0,10,10,0,4,6,0,0,6,0,6,6,0,0,0,0,0,0,4
143001,144001,31,9,9,19,22,4,4,9,19,9,8,9,9,9,0,0,0,0,13,13,0,9,9,0,0,18,0,18,8,0,0,0,0,0,0,9
144001,145001,19,6,6,5,8,10,10,10,5,6,5,7,7,7,0,0,0,0,4,4,0,6,7,0,0,4,0,4,7,0,0,0,0,0,0,6
145001,146001,8,2,3,2,3,4,4,1,2,2,3,5,5,5,0,0,0,0,2,2,0,2,5,0,0,4,0,4,1,0,0,0,0,0,0,2
146001,147001,22,3,7,8,4,6,6,5,8,3,6,13,13,13,0,0,0,0,8,8,0,3,13,0,0,6,0,6,7,0,0,0,0,0,0,3
147001,148001,20,9,6,8,7,8,8,8,8,9,10,9,9,9,0,0,0,0,9,9,0,9,9,0,0,9,0,9,8,0,0,0,0,0,0,9
148001,149001,56,10,12,16,9,46,46,12,16,10,2,10,10,10,0,0,0,0,7,7,0,11,10,0,0,16,0,16,4,0,0,0,0,0,0,10
149001,150001,49,9,13,8,13,28,28,7,8,9,4,9,9,9,0,0,0,0,10,10,0,9,9,0,0,8,0,8,2,0,0,0,0,0,0,9
150001,151001,29,12,8,10,7,17,17,10,10,12,8,13,13,13,0,0,0,0,12,12,0,12,13,0,0,10,0,10,10,0,0,0,0,0,0,12
151001,152001,30,7,4,8,5,18,18,2,8,7,2,7,7,7,0,0,0,0,12,12,0,7,7,0,0,8,0,8,5,0,0,0,0,0,0,7
152001,153001,33,18,8,11,11,21,21,10,11,18,7,18,18,18,0,0,0,0,11,11,0,18,18,0,0,11,0,11,10,0,0,0,0,0,0,18
153001,154001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154001,155001,13,10,2,3,5,6,6,4,3,10,6,9,9,9,0,0,0,0,4,4,0,10,9,0,0,3,0,3,8,0,0,0,0,0,0,10
155001,156001,31,12,9,11,7,14,14,9,11,12,10,12,12,12,0,0,0,0,10,10,0,12,12,0,0,13,0,13,16,0,0,0,0,0,0,12
156001,157001,25,11,13,8,10,12,12,11,8,11,14,15,15,15,0,0,0,0,9,9,0,11,15,0,0,8,0,8,11,0,0,0,0,0,0,11
157001,158001,48,25,18,21,11,22,22,24,21,25,2,16,16,16,0,0,0,0,10,10,0,25,16,0,0,12,0,12,19,0,0,0,0,0,0,25
158001,159001,53,29,21,21,25,27,27,16,21,29,32,16,16,16,0,1,0,1,27,27,1,29,16,1,1,20,0,20,20,1,1,1,1,1,1,29
159001,160001,29,4,10,7,45,12,12,11,8,4,11,14,14,14,0,0,0,0,4,4,0,4,14,0,0,11,0,11,18,0,0,0,0,0,0,5
160001,161001,56,16,20,9,39,44,44,7,9,16,14,11,11,11,0,0,0,0,17,17,0,16,11,0,0,2,0,2,18,0,0,0,0,0,0,16
161001,162001,24,7,4,8,4,8,8,8,8,7,10,10,10,10,0,0,0,0,7,7,0,7,10,0,0,9,0,9,6,0,0,0,0,0,0,7
162001,163001,38,14,11,6,15,16,16,11,6,14,1,1,1,1,0,0,0,0,3,3,0,14,1,0,0,5,0,5,5,0,0,0,0,0,0,14
163001,164001,22,0,11,5,7,5,5,9,5,0,4,5,5,5,0,1,0,1,5,5,1,0,5,1,1,8,0,8,6,1,1,1,1,1,1,0
164001,165001,41,3,26,26,14,7,7,19,26,3,13,14,14,14,0,0,0,0,12,12,0,3,14,0,0,15,0,15,6,0,0,0,0,0,0,3
165001,166001,9,4,5,5,3,4,4,2,5,4,2,5,5,5,0,0,0,0,2,2,0,4,5,0,0,3,0,3,2,0,0,0,0,0,0,4
166001,167001,6,1,1,2,1,0,0,2,2,1,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,3
167001,168001,16,7,10,8,6,5,5,10,8,7,0,10,10,10,0,0,0,0,8,8,0,7,10,0,0,9,0,9,11,0,0,0,0,0,0,7
168001,169001,17,1,7,6,5,5,5,4,6,1,3,7,7,7,0,0,0,0,1,1,0,1,7,0,0,10,0,10,11,0,0,0,0,0,0,1
169001,170001,19,14,15,13,13,12,12,16,13,14,39,15,15,15,0,0,0,0,14,14,0,14,15,0,0,13,0,13,14,0,0,0,0,0,0,14
